-1
           JDAY!            LAT!            LON!          PRESS!           TEMP!             O3!             CO!            H2O!             NO!           JO1D!           JNO2!            NO2!           HCHO!           C2H6!           C3H8!         IC4H10!         NC4H10!           C2H4!           C3H6!           C5H8!          CH3OH!         C2H5OH!       CH3COCH3!            MEK!            MVK!           MACR!            PAN!           C2H2!        APINENE!        BPINENE!       LIMONENE!         IC5H12!         NC5H12!          M22C4!           CHEX!          M23C4!           M2PE!           M3PE!         NC6H14!         NC8H18!       TBUT2ENE!        BUT1ENE!      MEPROPENE!       CBUT2ENE!           C4H6!        BENZENE!        TOLUENE!          EBENZ!           MXYL!           PXYL!           OXYL!            NOx!
 2.23621500e+02! 1.47050000e+01! 3.26280000e+00! 9.66150000e+02! 3.02090000e+02! 4.52100000e-08! 8.39740000e-08! 2.39890000e-02! 9.79080000e-11! 1.45160000e-05! 4.42020000e-03! 2.12460008e-10! 6.53210042e-10! 5.80055226e-10! 3.63675132e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.10830001e-09! 0.00000000e+00! 2.62786477e-11! 1.18063493e-11! 0.00000000e+00! 1.79253574e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.27449985e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23622200e+02! 1.47660000e+01! 3.24200000e+00! 9.65070000e+02! 3.02100000e+02! 4.56220000e-08! 8.34330000e-08! 2.30830000e-02! 9.95480000e-11! 1.41940000e-05! 4.33420000e-03! 2.05490000e-10! 6.24659990e-10! 5.77304260e-10! 3.58726868e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.50869994e-11! 0.00000000e+00! 0.00000000e+00! 9.94070048e-10! 0.00000000e+00! 2.36552705e-11! 1.06277296e-11! 7.40000006e-11! 1.41242252e-11! 1.46398258e-11! 9.50748421e-12! 2.08979466e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.62169982e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23622900e+02! 1.48290000e+01! 3.22150000e+00! 9.64400000e+02! 3.02140000e+02! 4.50110000e-08! 8.30910000e-08! 2.28890000e-02! 1.08910000e-10! 1.59590000e-05! 5.10770000e-03! 2.61570016e-10! 6.27390029e-10! 5.75565207e-10! 3.55598745e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.89999993e-11! 1.17212923e-11! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23623600e+02! 1.48910000e+01! 3.20090000e+00! 9.65420000e+02! 3.02290000e+02! 4.69760000e-08! 8.29090000e-08! 2.51400000e-02! 1.07890000e-10! 1.67500000e-05! 5.46580000e-03! 2.52870003e-10! 6.42359999e-10! 5.74639780e-10! 3.53934104e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.72140002e-11! 0.00000000e+00! 0.00000000e+00! 1.14440002e-09! 0.00000000e+00! 1.79400002e-11! 8.05999972e-12! 0.00000000e+00! 1.04425392e-11! 1.50003725e-11! 9.64666194e-12! 2.11224111e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 6.93569993e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23624300e+02! 1.49540000e+01! 3.18100000e+00! 9.63960000e+02! 3.02360000e+02! 4.72730000e-08! 8.24710000e-08! 2.40660000e-02! 1.09850000e-10! 1.69690000e-05! 5.59420000e-03! 2.04270004e-10! 6.62019994e-10! 5.72412562e-10! 3.49927934e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.74889998e-11! 0.00000000e+00! 0.00000000e+00! 1.13180010e-09! 0.00000000e+00! 2.30197788e-11! 1.03422193e-11! 6.59999971e-11! 7.36509811e-12! 1.47112392e-11! 9.53505157e-12! 2.09424075e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.33190003e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23625000e+02! 1.50170000e+01! 3.15930000e+00! 9.63300000e+02! 3.02490000e+02! 4.59640000e-08! 8.21130000e-08! 2.39150000e-02! 9.15170000e-11! 1.64980000e-05! 5.38080000e-03! 1.37549999e-10! 6.98030023e-10! 5.70592074e-10! 3.46653470e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.10569998e-09! 0.00000000e+00! 2.09939392e-11! 9.43206017e-12! 5.09999959e-11! 4.84974734e-12! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.45740000e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.23629200e+02! 1.53940000e+01! 3.03360000e+00! 9.60690000e+02! 3.02850000e+02! 4.42620000e-08! 7.93940000e-08! 2.34410000e-02! 8.51510000e-11! 8.63040000e-06! 2.97500000e-03! 5.20989973e-10! 7.11479986e-10! 5.56766078e-10! 3.21784162e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 1.07849996e-09! 0.00000000e+00! 2.45957386e-11! 1.10502597e-11! 6.99999989e-11! 0.00000000e+00! 1.41912766e-11! 9.33433626e-12! 2.06186943e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.27080003e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26262500e+02! 1.15550000e+01! 2.61880000e+00! 9.65570000e+02! 2.97770000e+02! 1.93910000e-08! 1.42800000e-07! 2.81060000e-02! 1.06820000e-11! 2.83540000e-07! 7.99460000e-04! 1.97759989e-10! 6.81460000e-10! 8.79183726e-10! 9.01727165e-11! 4.44885448e-11! 9.84077125e-11! 2.63840394e-10! 5.62784819e-11! 2.72510015e-10! 0.00000000e+00! 0.00000000e+00! 1.11159992e-09! 0.00000000e+00! 1.77067791e-10! 7.95521982e-11! 0.00000000e+00! 4.31243902e-10! 2.22932384e-11! 1.24618415e-11! 2.56627237e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26263200e+02! 1.14920000e+01! 2.61950000e+00! 9.65010000e+02! 2.97590000e+02! 1.82260000e-08! 1.43100000e-07! 2.81760000e-02! 1.66050000e-11! 2.92490000e-07! 8.28230000e-04! 2.57739996e-10! 7.04919956e-10! 1.03019993e-09! 1.15660002e-10! 2.29100003e-11! 3.70099992e-11! 2.00979997e-10! 2.91699997e-11! 3.33670008e-10! 2.77160006e-09! 0.00000000e+00! 1.11869991e-09! 3.49799981e-11! 1.93924488e-10! 8.71254943e-11! 1.70000004e-11! 3.18140014e-10! 2.41115791e-11! 1.31637531e-11! 2.67947661e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.53000007e-12! 4.67999988e-12! 6.18999990e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.91799987e-11! 4.42999977e-12! 2.27500007e-12! 2.27500007e-12! 0.00000000e+00! 0.00000000e+00!
 2.26263900e+02! 1.14280000e+01! 2.62160000e+00! 9.65950000e+02! 2.97540000e+02! 1.65450000e-08! 1.44430000e-07! 2.86760000e-02! 4.64920000e-11! 3.03430000e-07! 8.61070000e-04! 4.23670016e-10! 7.23619997e-10! 8.87472151e-10! 9.16635934e-11! 4.57378441e-11! 1.01693709e-10! 2.71514422e-10! 5.79366000e-11! 5.15699983e-10! 0.00000000e+00! 0.00000000e+00! 1.12889997e-09! 0.00000000e+00! 2.23898081e-10! 1.00591896e-10! 0.00000000e+00! 4.42696463e-10! 2.95234913e-11! 1.52528511e-11! 3.01640518e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26264600e+02! 1.13650000e+01! 2.62250000e+00! 9.65820000e+02! 2.97190000e+02! 1.18910000e-08! 1.51600000e-07! 2.95820000e-02! 7.71360000e-11! 3.16990000e-07! 8.99600000e-04! 7.59909968e-10! 7.30669969e-10! 9.23931376e-10! 9.82216322e-11! 5.12332156e-11! 1.16148070e-10! 3.05270781e-10! 6.52302795e-11! 9.47409928e-10! 0.00000000e+00! 0.00000000e+00! 1.18679999e-09! 0.00000000e+00! 3.10838077e-10! 1.39651887e-10! 2.69999995e-11! 4.93073748e-10! 4.23586027e-11! 2.02074399e-11! 3.81547918e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26265300e+02! 1.13020000e+01! 2.62350000e+00! 9.65190000e+02! 2.97290000e+02! 1.25060000e-08! 1.56940000e-07! 2.93670000e-02! 6.58640000e-11! 3.31740000e-07! 9.38340000e-04! 6.65810018e-10! 7.06819991e-10! 9.51085100e-10! 1.03105864e-10! 5.53260077e-11! 1.26913244e-10! 3.30411504e-10! 7.06623995e-11! 9.45139966e-10! 0.00000000e+00! 0.00000000e+00! 1.20749999e-09! 0.00000000e+00! 3.31793371e-10! 1.49066592e-10! 4.09999985e-11! 5.30593236e-10! 4.22911185e-11! 2.01813895e-11! 3.81127768e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26266000e+02! 1.12380000e+01! 2.62400000e+00! 9.66980000e+02! 2.97340000e+02! 1.11970000e-08! 1.64550000e-07! 2.93900000e-02! 7.43050000e-11! 3.35830000e-07! 9.22650000e-04! 6.81940004e-10! 6.51070031e-10! 1.32419997e-09! 1.72469997e-10! 3.81399981e-11! 6.05999972e-11! 5.81200033e-10! 1.34660005e-10! 1.00379993e-09! 1.01230000e-07! 0.00000000e+00! 1.10260001e-09! 2.56580002e-09! 3.11217607e-10! 1.39822404e-10! 4.09999985e-11! 4.55059990e-10! 4.40351297e-11! 2.08546080e-11! 3.91985472e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.60000006e-12! 2.26600006e-11! 1.92299995e-11! 2.41999996e-12! 0.00000000e+00! 0.00000000e+00! 1.35810002e-10! 3.60600022e-11! 5.73199994e-11! 5.73199994e-11! 4.54399990e-11! 0.00000000e+00!
 2.26266700e+02! 1.11750000e+01! 2.62240000e+00! 9.68570000e+02! 2.97130000e+02! 1.17020000e-08! 1.63310000e-07! 2.92930000e-02! 5.28570000e-11! 3.43140000e-07! 9.51060000e-04! 6.09920003e-10! 6.12479956e-10! 1.32419997e-09! 1.72469997e-10! 3.81399981e-11! 6.05999972e-11! 5.81200033e-10! 1.34660005e-10! 8.55900018e-10! 1.01230000e-07! 0.00000000e+00! 1.11319998e-09! 2.56580002e-09! 2.75841294e-10! 1.23928687e-10! 2.59999990e-11! 4.55059990e-10! 3.96379353e-11! 1.91572105e-11! 3.64609905e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 5.60000006e-12! 2.26600006e-11! 1.92299995e-11! 2.41999996e-12! 0.00000000e+00! 0.00000000e+00! 1.35810002e-10! 3.60600022e-11! 5.73199994e-11! 5.73199994e-11! 4.54399990e-11! 0.00000000e+00!
 2.26281900e+02! 1.21690000e+01! 2.61720000e+00! 9.65640000e+02! 2.98210000e+02! 1.97530000e-08! 1.50160000e-07! 2.83270000e-02! 1.83790000e-11! 9.28060000e-07! 1.61640000e-03! 2.12039997e-10! 8.31260005e-10! 1.00490005e-09! 1.09829999e-10! 2.06900001e-11! 3.12299978e-11! 1.88940003e-10! 2.76200000e-11! 1.84609994e-10! 1.12090004e-09! 0.00000000e+00! 1.15580001e-09! 1.57659996e-10! 1.72603487e-10! 7.75464970e-11! 1.29999995e-11! 3.12399995e-10! 1.96798931e-11! 1.14530425e-11! 2.40357352e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.81000006e-12! 4.17999966e-12! 3.81999987e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.02099986e-11! 8.46999988e-12! 4.97500001e-12! 4.97500001e-12! 0.00000000e+00! 0.00000000e+00!
 2.26282600e+02! 1.22340000e+01! 2.61670000e+00! 9.67410000e+02! 2.98390000e+02! 1.91530000e-08! 1.39930000e-07! 2.80740000e-02! 1.17930000e-11! 1.02550000e-06! 1.89480000e-03! 2.30880010e-10! 8.31439972e-10! 1.00490005e-09! 1.09829999e-10! 2.06900001e-11! 3.12299978e-11! 1.88940003e-10! 2.76200000e-11! 2.76620005e-10! 1.12090004e-09! 0.00000000e+00! 1.14220000e-09! 1.57659996e-10! 2.07158707e-10! 9.30713007e-11! 0.00000000e+00! 3.12399995e-10! 2.24154324e-11! 1.25090103e-11! 2.57387965e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 3.81000006e-12! 4.17999966e-12! 3.81999987e-12! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 2.02099986e-11! 8.46999988e-12! 4.97500001e-12! 4.97500001e-12! 0.00000000e+00! 0.00000000e+00!
 2.26283300e+02! 1.22990000e+01! 2.61560000e+00! 9.69200000e+02! 2.98290000e+02! 1.94410000e-08! 1.43820000e-07! 2.82310000e-02! 1.84510000e-11! 1.05060000e-06! 1.78740000e-03! 2.47970006e-10! 8.16979984e-10! 8.84370355e-10! 9.11056577e-11! 4.52703118e-11! 1.00463984e-10! 2.68642553e-10! 5.73160790e-11! 2.50510002e-10! 0.00000000e+00! 0.00000000e+00! 1.15349996e-09! 0.00000000e+00! 1.98299099e-10! 8.90909013e-11! 1.70000004e-11! 4.38410558e-10! 2.16391575e-11! 1.22093542e-11! 2.52555130e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26284000e+02! 1.23650000e+01! 2.61530000e+00! 9.68170000e+02! 2.98740000e+02! 2.00310000e-08! 1.48070000e-07! 2.76660000e-02! 2.06570000e-11! 1.08850000e-06! 1.73580000e-03! 1.91610006e-10! 7.81919973e-10! 9.05981512e-10! 9.49929163e-11! 4.85276819e-11! 1.09031770e-10! 2.88651547e-10! 6.16393880e-11! 2.21639998e-10! 0.00000000e+00! 0.00000000e+00! 1.15790000e-09! 0.00000000e+00! 2.07393297e-10! 9.31767025e-11! 0.00000000e+00! 4.68271533e-10! 2.07808284e-11! 1.18780229e-11! 2.47211435e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26284700e+02! 1.24310000e+01! 2.61750000e+00! 9.67890000e+02! 2.99290000e+02! 2.07420000e-08! 1.30410000e-07! 2.66940000e-02! 1.02370000e-11! 1.18400000e-06! 1.92570000e-03! 1.39499995e-10! 7.37080008e-10! 8.16180901e-10! 7.88402052e-11! 3.49923562e-11! 7.34300884e-11! 2.05508263e-10! 4.36747548e-11! 1.58429991e-10! 0.00000000e+00! 0.00000000e+00! 1.13159992e-09! 0.00000000e+00! 1.64095806e-10! 7.37242004e-11! 0.00000000e+00! 3.44190287e-10! 1.89015383e-11! 1.11525841e-11! 2.35511576e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26285400e+02! 1.24970000e+01! 2.61900000e+00! 9.70790000e+02! 2.99800000e+02! 2.02660000e-08! 1.29730000e-07! 2.66590000e-02! 4.70660000e-12! 1.31560000e-06! 2.20230000e-03! 1.71160003e-10! 6.89249990e-10! 8.12723167e-10! 7.82182374e-11! 3.44711759e-11! 7.20592475e-11! 2.02306824e-10! 4.29830234e-11! 1.30519998e-10! 0.00000000e+00! 0.00000000e+00! 1.15929999e-09! 0.00000000e+00! 1.44472198e-10! 6.49078014e-11! 0.00000000e+00! 3.39412498e-10! 1.80717507e-11! 1.08322700e-11! 2.30345569e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26286100e+02! 1.25640000e+01! 2.61740000e+00! 9.72390000e+02! 2.99500000e+02! 1.92440000e-08! 1.27780000e-07! 2.73370000e-02! 2.24230000e-11! 1.42980000e-06! 2.49500000e-03! 2.06110004e-10! 6.74330036e-10! 8.02807432e-10! 7.64346711e-11! 3.29766145e-11! 6.81281420e-11! 1.93126223e-10! 4.09993844e-11! 1.70839995e-10! 0.00000000e+00! 0.00000000e+00! 1.08059994e-09! 0.00000000e+00! 1.46417989e-10! 6.57819979e-11! 5.99999998e-12! 3.25711569e-10! 1.92705001e-11! 1.12950083e-11! 2.37808610e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26288200e+02! 1.27580000e+01! 2.62030000e+00! 9.68200000e+02! 2.99490000e+02! 1.99940000e-08! 1.28390000e-07! 2.70910000e-02! 1.59950000e-11! 1.62360000e-06! 2.45770000e-03! 8.98130043e-11! 6.72739975e-10! 8.05909228e-10! 7.69926067e-11! 3.34441468e-11! 6.93578736e-11! 1.95998107e-10! 4.16199124e-11! 1.31229999e-10! 0.00000000e+00! 0.00000000e+00! 1.28430000e-09! 0.00000000e+00! 1.47611687e-10! 6.63182981e-11! 6.99999997e-12! 3.29997502e-10! 1.80928588e-11! 1.08404188e-11! 2.30476992e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26288900e+02! 1.28210000e+01! 2.61980000e+00! 9.68230000e+02! 2.99540000e+02! 1.96800000e-08! 1.28960000e-07! 2.74670000e-02! 2.90030000e-11! 1.76270000e-06! 2.98430000e-03! 1.79130002e-10! 6.70750011e-10! 9.30650002e-10! 9.70500000e-11! 1.87999998e-11! 2.67999997e-11! 1.38630010e-10! 1.67299993e-11! 1.49700002e-10! 8.21969992e-10! 0.00000000e+00! 1.17159993e-09! 1.53179996e-10! 1.61942987e-10! 7.27569949e-11! 0.00000000e+00! 2.60960004e-10! 1.86419890e-11! 1.10523916e-11! 2.33895681e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 4.32000009e-12! 3.11999992e-12! 3.06999998e-12! 0.00000000e+00! 7.95000003e-12! 0.00000000e+00! 1.48100004e-11! 3.15000001e-12! 3.08999983e-12! 3.08999983e-12! 0.00000000e+00! 0.00000000e+00!
 2.26289600e+02! 1.28850000e+01! 2.62040000e+00! 9.70770000e+02! 2.99170000e+02! 1.88380000e-08! 1.29200000e-07! 2.78070000e-02! 4.14340000e-11! 1.89770000e-06! 3.10910000e-03! 2.19669991e-10! 6.75070000e-10! 8.10028100e-10! 7.77334724e-11! 3.40649592e-11! 7.09907966e-11! 1.99811584e-10! 4.24438817e-11! 1.42380011e-10! 0.00000000e+00! 0.00000000e+00! 1.11970000e-09! 0.00000000e+00! 1.50309598e-10! 6.75303979e-11! 2.29999995e-11! 3.35688671e-10! 1.84243575e-11! 1.09683833e-11! 2.32540792e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26290300e+02! 1.29480000e+01! 2.61890000e+00! 9.68640000e+02! 2.99170000e+02! 1.87050000e-08! 1.30110000e-07! 2.78580000e-02! 4.38340000e-11! 1.98010000e-06! 3.13670000e-03! 3.43869988e-10! 6.92509994e-10! 8.14655399e-10! 7.85658066e-11! 3.47624221e-11! 7.28253083e-11! 2.04095865e-10! 4.33695788e-11! 1.61940003e-10! 0.00000000e+00! 0.00000000e+00! 1.19830001e-09! 0.00000000e+00! 1.32079792e-10! 5.93401994e-11! 2.29999995e-11! 3.42082418e-10! 1.90058941e-11! 1.11928669e-11! 2.36161247e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
 2.26291000e+02! 1.30080000e+01! 2.62350000e+00! 9.66130000e+02! 2.99770000e+02! 2.02810000e-08! 1.26240000e-07! 2.75220000e-02! 2.69000000e-11! 1.93370000e-06! 2.81860000e-03! 2.47949994e-10! 7.28359983e-10! 7.94976585e-10! 7.50261103e-11! 3.17962982e-11! 6.50235837e-11! 1.85875898e-10! 3.94328216e-11! 1.95619992e-10! 0.00000000e+00! 0.00000000e+00! 1.20540000e-09! 0.00000000e+00! 1.45148393e-10! 6.52116000e-11! 0.00000000e+00! 3.14891363e-10! 2.00072302e-11! 1.15794006e-11! 2.42395253e-11! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00! 0.00000000e+00!
